Au_pd _ on Au,Au_pd _ on Au,Au_pd _ on Au,Au_pd _ on Au,Au_NP on 1ML PD,Au_NP on 1ML PD,Au_NP on 1ML PD,Au_NP on 1ML PD,Au_NP on Au,Au_NP on Au,Au_NP on Au,Au_NP on Au
laser power 0.05 mW,laser power 0.1 mW,laser power 0.15mW,laser power 0.2mW,laser power 0.05 mW,laser power 0.1 mW,laser power 0.15 mW,laser power 0.20 mW,laser power 0.05 mW,laser power 0.1 mW,laser power 0.15 mW,laser power 0.2mW
1092.2137, 1089.9344, 1092.4165, 1091.4503, 1093.3224, 1096.1552, 1094.2511, 1094.2511, 1092.491, 1092.7581, 1094.2579, 1092.3208
1094.1327, 1091.8514, 1094.3333, 1093.3662, 1095.2471, 1098.0801, 1096.1781, 1096.1781, 1094.4095, 1094.675, 1096.1743, 1094.2358
1096.0511, 1093.7678, 1096.2495, 1095.2816, 1097.1713, 1100.0045, 1098.1046, 1098.1046, 1096.3276, 1096.5917, 1098.0902, 1096.1503
1097.9692, 1095.6838, 1098.1653, 1097.1965, 1099.0947, 1101.9283, 1100.0305, 1100.0305, 1098.2452, 1098.5078, 1100.0056, 1098.0642
1099.8867, 1097.5994, 1100.0804, 1099.1111, 1101.0178, 1103.8516, 1101.9559, 1101.9559, 1100.1624, 1100.4233, 1101.9204, 1099.9777
1101.8037, 1099.5144, 1101.9952, 1101.0251, 1102.9402, 1105.7743, 1103.8807, 1103.8807, 1102.0791, 1102.3385, 1103.8347, 1101.8906
1103.7203, 1101.4288, 1103.9095, 1102.9387, 1104.8622, 1107.6963, 1105.8049, 1105.8049, 1103.9952, 1104.2531, 1105.7485, 1103.8031
1105.6364, 1103.3429, 1105.8234, 1104.8519, 1106.7834, 1109.6177, 1107.7286, 1107.7286, 1105.911, 1106.1672, 1107.6619, 1105.7151
1107.5519, 1105.2565, 1107.7367, 1106.7645, 1108.7042, 1111.5386, 1109.6519, 1109.6519, 1107.8263, 1108.0808, 1109.5746, 1107.6266
1109.467, 1107.1696, 1109.6495, 1108.6768, 1110.6245, 1113.4589, 1111.5743, 1111.5743, 1109.7411, 1109.994, 1111.4868, 1109.5376
1111.3816, 1109.0822, 1111.5619, 1110.5886, 1112.5442, 1115.3785, 1113.4965, 1113.4965, 1111.6554, 1111.9066, 1113.3984, 1111.4481
1113.2957, 1110.9941, 1113.4738, 1112.4999, 1114.4633, 1117.2976, 1115.4178, 1115.4178, 1113.5692, 1113.8188, 1115.3097, 1113.3582
1115.2092, 1112.9058, 1115.3851, 1114.4108, 1116.3818, 1119.2161, 1117.3389, 1117.3389, 1115.4825, 1115.7305, 1117.2203, 1115.2677
1117.1223, 1114.8169, 1117.296, 1116.3212, 1118.2998, 1121.1339, 1119.2592, 1119.2592, 1117.3955, 1117.6417, 1119.1304, 1117.1768
1119.035, 1116.7275, 1119.2064, 1118.2312, 1120.2173, 1123.0513, 1121.1791, 1121.1791, 1119.3079, 1119.5524, 1121.04, 1119.0853
1120.9471, 1118.6377, 1121.1163, 1120.1407, 1122.1342, 1124.9679, 1123.0983, 1123.0983, 1121.2198, 1121.4626, 1122.9491, 1120.9933
1122.8588, 1120.5472, 1123.0258, 1122.0498, 1124.0505, 1126.884, 1125.017, 1125.017, 1123.1312, 1123.3723, 1124.8575, 1122.9009
1124.7699, 1122.4564, 1124.9348, 1123.9584, 1125.9663, 1128.7996, 1126.9352, 1126.9352, 1125.0422, 1125.2816, 1126.7656, 1124.808
1126.6805, 1124.3651, 1126.8433, 1125.8666, 1127.8815, 1130.7145, 1128.8528, 1128.8528, 1126.9528, 1127.1903, 1128.6731, 1126.7145
1128.5907, 1126.2733, 1128.7512, 1127.7743, 1129.7961, 1132.6288, 1130.7698, 1130.7698, 1128.8628, 1129.0986, 1130.5801, 1128.6206
1130.5005, 1128.181, 1130.6588, 1129.6815, 1131.7103, 1134.5425, 1132.6863, 1132.6863, 1130.7723, 1131.0063, 1132.4865, 1130.5262
1132.4097, 1130.0881, 1132.5658, 1131.5883, 1133.6239, 1136.4556, 1134.6022, 1134.6022, 1132.6814, 1132.9136, 1134.3923, 1132.4313
1134.3184, 1131.9949, 1134.4723, 1133.4946, 1135.5369, 1138.3682, 1136.5176, 1136.5176, 1134.5901, 1134.8204, 1136.2977, 1134.3359
1136.2266, 1133.9011, 1136.3784, 1135.4005, 1137.4493, 1140.2802, 1138.4324, 1138.4324, 1136.4982, 1136.7267, 1138.2025, 1136.24
1138.1343, 1135.8069, 1138.2839, 1137.3059, 1139.3612, 1142.1914, 1140.3467, 1140.3467, 1138.4059, 1138.6326, 1140.1069, 1138.1437
1140.0415, 1137.7122, 1140.1891, 1139.2109, 1141.2726, 1144.1022, 1142.2604, 1142.2604, 1140.313, 1140.5378, 1142.0106, 1140.0468
1141.9482, 1139.6169, 1142.0936, 1141.1155, 1143.1833, 1146.0125, 1144.1736, 1144.1736, 1142.2197, 1142.4427, 1143.9139, 1141.9495
1143.8545, 1141.5211, 1143.9978, 1143.0195, 1145.0935, 1147.922, 1146.0862, 1146.0862, 1144.126, 1144.347, 1145.8167, 1143.8516
1145.7603, 1143.4249, 1145.9015, 1144.9232, 1147.0032, 1149.8309, 1147.9983, 1147.9983, 1146.0317, 1146.251, 1147.7189, 1145.7532
1147.6655, 1145.3282, 1147.8046, 1146.8263, 1148.9124, 1151.7394, 1149.9098, 1149.9098, 1147.937, 1148.1543, 1149.6206, 1147.6544
1149.5703, 1147.2311, 1149.7073, 1148.729, 1150.8209, 1153.6471, 1151.8207, 1151.8207, 1149.8418, 1150.0571, 1151.5217, 1149.5551
1151.4746, 1149.1334, 1151.6095, 1150.6313, 1152.7289, 1155.5543, 1153.7311, 1153.7311, 1151.7462, 1151.9596, 1153.4224, 1151.4552
1153.3784, 1151.0353, 1153.5111, 1152.5331, 1154.6364, 1157.4609, 1155.6409, 1155.6409, 1153.65, 1153.8615, 1155.3225, 1153.355
1155.2817, 1152.9365, 1155.4124, 1154.4344, 1156.5432, 1159.3669, 1157.5502, 1157.5502, 1155.5535, 1155.7629, 1157.222, 1155.2542
1157.1846, 1154.8374, 1157.3131, 1156.3353, 1158.4495, 1161.2723, 1159.459, 1159.459, 1157.4563, 1157.6638, 1159.1211, 1157.1528
1159.0869, 1156.7378, 1159.2134, 1158.2358, 1160.3553, 1163.1771, 1161.3671, 1161.3671, 1159.3588, 1159.5642, 1161.0197, 1159.051
1160.9888, 1158.6377, 1161.1132, 1160.1359, 1162.2605, 1165.0814, 1163.2747, 1163.2747, 1161.2607, 1161.4642, 1162.9176, 1160.9487
1162.8901, 1160.5371, 1163.0125, 1162.0354, 1164.1652, 1166.985, 1165.1818, 1165.1818, 1163.1622, 1163.3636, 1164.8152, 1162.8459
1164.791, 1162.436, 1164.9113, 1163.9344, 1166.0693, 1168.8881, 1167.0883, 1167.0883, 1165.0632, 1165.2627, 1166.712, 1164.7427
1166.6914, 1164.3345, 1166.8096, 1165.8331, 1167.9729, 1170.7905, 1168.9943, 1168.9943, 1166.9637, 1167.1611, 1168.6085, 1166.6389
1168.5912, 1166.2324, 1168.7074, 1167.7312, 1169.8759, 1172.6924, 1170.8997, 1170.8997, 1168.8639, 1169.0591, 1170.5044, 1168.5347
1170.4906, 1168.1298, 1170.6047, 1169.629, 1171.7783, 1174.5936, 1172.8044, 1172.8044, 1170.7634, 1170.9567, 1172.3998, 1170.4299
1172.3895, 1170.0267, 1172.5016, 1171.5262, 1173.6802, 1176.4943, 1174.7087, 1174.7087, 1172.6626, 1172.8536, 1174.2946, 1172.3247
1174.288, 1171.9232, 1174.3979, 1173.4231, 1175.5815, 1178.3944, 1176.6125, 1176.6125, 1174.5613, 1174.7501, 1176.189, 1174.219
1176.1859, 1173.8192, 1176.2938, 1175.3195, 1177.4823, 1180.2938, 1178.5157, 1178.5157, 1176.4594, 1176.6462, 1178.0828, 1176.1128
1178.0834, 1175.7147, 1178.1892, 1177.2153, 1179.3824, 1182.1927, 1180.4183, 1180.4183, 1178.3571, 1178.5417, 1179.976, 1178.0061
1179.9802, 1177.6097, 1180.0842, 1179.1108, 1181.2821, 1184.0911, 1182.3204, 1182.3204, 1180.2543, 1180.4368, 1181.8687, 1179.8988
1181.8767, 1179.5043, 1181.9786, 1181.0059, 1183.1813, 1185.9888, 1184.2219, 1184.2219, 1182.151, 1182.3314, 1183.7609, 1181.7911
1183.7727, 1181.3983, 1183.8726, 1182.9004, 1185.0798, 1187.8859, 1186.1229, 1186.1229, 1184.0474, 1184.2255, 1185.6526, 1183.683
1185.6682, 1183.2919, 1185.7661, 1184.7944, 1186.9778, 1189.7823, 1188.0233, 1188.0233, 1185.9431, 1186.119, 1187.5437, 1185.5742
1187.5631, 1185.1849, 1187.6591, 1186.6881, 1188.8752, 1191.6782, 1189.9231, 1189.9231, 1187.8384, 1188.0122, 1189.4343, 1187.4651
1189.4576, 1187.0774, 1189.5515, 1188.5813, 1190.7721, 1193.5736, 1191.8224, 1191.8224, 1189.7333, 1189.9048, 1191.3245, 1189.3555
1191.3517, 1188.9695, 1191.4436, 1190.474, 1192.6685, 1195.4683, 1193.7212, 1193.7212, 1191.6277, 1191.7969, 1193.2141, 1191.2452
1193.2452, 1190.8611, 1193.3351, 1192.3663, 1194.5642, 1197.3624, 1195.6194, 1195.6194, 1193.5215, 1193.6886, 1195.1031, 1193.1346
1195.1382, 1192.7522, 1195.2262, 1194.2582, 1196.4595, 1199.256, 1197.517, 1197.517, 1195.4149, 1195.5797, 1196.9916, 1195.0234
1197.0308, 1194.6428, 1197.1167, 1196.1495, 1198.3541, 1201.1489, 1199.4141, 1199.4141, 1197.3079, 1197.4703, 1198.8796, 1196.9119
1198.9229, 1196.533, 1199.0068, 1198.0405, 1200.2482, 1203.0413, 1201.3105, 1201.3105, 1199.2003, 1199.3606, 1200.7671, 1198.7997
1200.8143, 1198.4226, 1200.8965, 1199.9309, 1202.1417, 1204.9331, 1203.2065, 1203.2065, 1201.0924, 1201.2502, 1202.6541, 1200.6871
1202.7054, 1200.3118, 1202.7855, 1201.8209, 1204.0347, 1206.8242, 1205.1019, 1205.1019, 1202.9839, 1203.1394, 1204.5404, 1202.574
1204.5961, 1202.2004, 1204.6742, 1203.7106, 1205.9271, 1208.7148, 1206.9968, 1206.9968, 1204.8749, 1205.0282, 1206.4264, 1204.4603
1206.4861, 1204.0886, 1206.5624, 1205.5996, 1207.819, 1210.6047, 1208.8911, 1208.8911, 1206.7655, 1206.9164, 1208.3118, 1206.3463
1208.3757, 1205.9763, 1208.4501, 1207.4883, 1209.7103, 1212.4941, 1210.7849, 1210.7849, 1208.6556, 1208.8041, 1210.1965, 1208.2317
1210.2648, 1207.8635, 1210.3372, 1209.3765, 1211.6011, 1214.3829, 1212.6781, 1212.6781, 1210.5452, 1210.6913, 1212.0808, 1210.1166
1212.1534, 1209.7502, 1212.2239, 1211.2643, 1213.4913, 1216.2711, 1214.5708, 1214.5708, 1212.4343, 1212.5781, 1213.9646, 1212.001
1214.0416, 1211.6365, 1214.1101, 1213.1516, 1215.381, 1218.1588, 1216.4629, 1216.4629, 1214.323, 1214.4644, 1215.8479, 1213.885
1215.9292, 1213.5222, 1215.9958, 1215.0385, 1217.27, 1220.0458, 1218.3544, 1218.3544, 1216.2113, 1216.3501, 1217.7306, 1215.7684
1217.8164, 1215.4073, 1217.8811, 1216.9248, 1219.1586, 1221.9321, 1220.2454, 1220.2454, 1218.099, 1218.2354, 1219.6128, 1217.6514
1219.703, 1217.2921, 1219.7659, 1218.8108, 1221.0466, 1223.818, 1222.1357, 1222.1357, 1219.9862, 1220.1202, 1221.4945, 1219.5338
1221.5892, 1219.1764, 1221.6501, 1220.6962, 1222.9341, 1225.7032, 1224.0256, 1224.0256, 1221.873, 1222.0045, 1223.3756, 1221.4158
1223.4749, 1221.0602, 1223.5339, 1222.5813, 1224.8209, 1227.5879, 1225.9149, 1225.9149, 1223.7593, 1223.8883, 1225.2563, 1223.2972
1225.3601, 1222.9435, 1225.4172, 1224.4658, 1226.7073, 1229.4719, 1227.8037, 1227.8037, 1225.6451, 1225.7716, 1227.1364, 1225.1782
1227.2448, 1224.8263, 1227.3, 1226.35, 1228.593, 1231.3553, 1229.6919, 1229.6919, 1227.5305, 1227.6545, 1229.016, 1227.0587
1229.129, 1226.7086, 1229.1824, 1228.2336, 1230.4781, 1233.2383, 1231.5796, 1231.5796, 1229.4153, 1229.5369, 1230.895, 1228.9387
1231.0127, 1228.5905, 1231.0642, 1230.1168, 1232.3629, 1235.1205, 1233.4667, 1233.4667, 1231.2997, 1231.4187, 1232.7736, 1230.8182
1232.8959, 1230.4718, 1232.9457, 1231.9996, 1234.2469, 1237.0022, 1235.3533, 1235.3533, 1233.1837, 1233.3, 1234.6515, 1232.6973
1234.7787, 1232.3527, 1234.8265, 1233.882, 1236.1305, 1238.8832, 1237.2393, 1237.2393, 1235.0671, 1235.1809, 1236.5289, 1234.5758
1236.6609, 1234.233, 1236.7069, 1235.7638, 1238.0134, 1240.7637, 1239.1246, 1239.1246, 1236.9501, 1237.0614, 1238.4059, 1236.4537
1238.5427, 1236.1129, 1238.5868, 1237.6451, 1239.8959, 1242.6436, 1241.0095, 1241.0095, 1238.8326, 1238.9413, 1240.2823, 1238.3313
1240.424, 1237.9923, 1240.4663, 1239.5261, 1241.7778, 1244.5229, 1242.8938, 1242.8938, 1240.7146, 1240.8207, 1242.1582, 1240.2084
1242.3047, 1239.8712, 1242.3452, 1241.4066, 1243.6591, 1246.4016, 1244.7776, 1244.7776, 1242.5962, 1242.6996, 1244.0336, 1242.085
1244.1851, 1241.7496, 1244.2238, 1243.2866, 1245.5399, 1248.2797, 1246.6608, 1246.6608, 1244.4773, 1244.578, 1245.9084, 1243.9609
1246.0648, 1243.6276, 1246.1017, 1245.1663, 1247.42, 1250.1572, 1248.5435, 1248.5435, 1246.3579, 1246.4561, 1247.7827, 1245.8365
1247.9442, 1245.505, 1247.9792, 1247.0454, 1249.2997, 1252.0342, 1250.4255, 1250.4255, 1248.238, 1248.3335, 1249.6565, 1247.7115
1249.823, 1247.382, 1249.8562, 1248.9241, 1251.1788, 1253.9104, 1252.3071, 1252.3071, 1250.1177, 1250.2104, 1251.5298, 1249.5862
1251.7013, 1249.2584, 1251.7328, 1250.8022, 1253.0574, 1255.7861, 1254.1881, 1254.1881, 1251.9968, 1252.0869, 1253.4025, 1251.4603
1253.5791, 1251.1344, 1253.6088, 1252.6801, 1254.9353, 1257.6614, 1256.0686, 1256.0686, 1253.8755, 1253.9629, 1255.2747, 1253.3339
1255.4565, 1253.0099, 1255.4844, 1254.5574, 1256.8127, 1259.5359, 1257.9485, 1257.9485, 1255.7538, 1255.8384, 1257.1464, 1255.207
1257.3334, 1254.8849, 1257.3595, 1256.4342, 1258.6896, 1261.4098, 1259.8278, 1259.8278, 1257.6315, 1257.7135, 1259.0175, 1257.0796
1259.2097, 1256.7594, 1259.234, 1258.3107, 1260.5659, 1263.2832, 1261.7065, 1261.7065, 1259.5088, 1259.588, 1260.8882, 1258.9517
1261.0857, 1258.6334, 1261.1082, 1260.1866, 1262.4417, 1265.1559, 1263.5848, 1263.5848, 1261.3856, 1261.462, 1262.7582, 1260.8234
1262.9611, 1260.507, 1262.9818, 1262.0621, 1264.3169, 1267.0281, 1265.4625, 1265.4625, 1263.262, 1263.3356, 1264.6278, 1262.6945
1264.8359, 1262.38, 1264.855, 1263.9371, 1266.1915, 1268.8997, 1267.3396, 1267.3396, 1265.1378, 1265.2086, 1266.4968, 1264.5651
1266.7103, 1264.2527, 1266.7275, 1265.8118, 1268.0657, 1270.7706, 1269.2162, 1269.2162, 1267.0132, 1267.0812, 1268.3654, 1266.4353
1268.5842, 1266.1248, 1268.5997, 1267.6859, 1269.9392, 1272.6411, 1271.0922, 1271.0922, 1268.8881, 1268.9532, 1270.2333, 1268.3049
1270.4578, 1267.9963, 1270.4714, 1269.5597, 1271.8121, 1274.5109, 1272.9677, 1272.9677, 1270.7625, 1270.825, 1272.1008, 1270.1741
1272.3307, 1269.8674, 1272.3427, 1271.4329, 1273.6846, 1276.38, 1274.8425, 1274.8425, 1272.6365, 1272.696, 1273.9678, 1272.0427
1274.2031, 1271.738, 1274.2134, 1273.3057, 1275.5564, 1278.2487, 1276.7168, 1276.7168, 1274.5099, 1274.5667, 1275.8341, 1273.911
1276.0751, 1273.6082, 1276.0836, 1275.178, 1277.4277, 1280.1167, 1278.5906, 1278.5906, 1276.3829, 1276.4368, 1277.7001, 1275.7787
1277.9465, 1275.4778, 1277.9534, 1277.0499, 1279.2985, 1281.9841, 1280.4639, 1280.4639, 1278.2555, 1278.3064, 1279.5654, 1277.6459
1279.8175, 1277.3469, 1279.8226, 1278.9213, 1281.1687, 1283.851, 1282.3365, 1282.3365, 1280.1276, 1280.1755, 1281.4302, 1279.5126
1281.688, 1279.2156, 1281.6914, 1280.7922, 1283.0383, 1285.7172, 1284.2086, 1284.2086, 1281.9991, 1282.0442, 1283.2946, 1281.3788
1283.5581, 1281.0837, 1283.5598, 1282.6628, 1284.9075, 1287.5828, 1286.0802, 1286.0802, 1283.8702, 1283.9124, 1285.1583, 1283.2445
1285.4276, 1282.9514, 1285.4276, 1284.5328, 1286.776, 1289.4479, 1287.9513, 1287.9513, 1285.7408, 1285.78, 1287.0215, 1285.1097
1287.2966, 1284.8186, 1287.2949, 1286.4025, 1288.6439, 1291.3123, 1289.8217, 1289.8217, 1287.611, 1287.6473, 1288.8843, 1286.9745
1289.1652, 1286.6853, 1289.1617, 1288.2716, 1290.5114, 1293.1761, 1291.6917, 1291.6917, 1289.4807, 1289.514, 1290.7465, 1288.8387
1291.0332, 1288.5515, 1291.0281, 1290.1404, 1292.3783, 1295.0394, 1293.5609, 1293.5609, 1291.3499, 1291.3802, 1292.6082, 1290.7024
1292.9008, 1290.4172, 1292.894, 1292.0085, 1294.2445, 1296.9021, 1295.4298, 1295.4298, 1293.2186, 1293.246, 1294.4692, 1292.5657
1294.7678, 1292.2825, 1294.7594, 1293.8763, 1296.1104, 1298.7642, 1297.298, 1297.298, 1295.0869, 1295.1112, 1296.3298, 1294.4285
1296.6344, 1294.1473, 1296.6244, 1295.7438, 1297.9755, 1300.6256, 1299.1656, 1299.1656, 1296.9547, 1296.976, 1298.1899, 1296.2908
1298.5005, 1296.0116, 1298.4888, 1297.6106, 1299.8401, 1302.4866, 1301.0328, 1301.0328, 1298.822, 1298.8402, 1300.0496, 1298.1526
1300.3661, 1297.8754, 1300.3527, 1299.4771, 1301.7042, 1304.3468, 1302.8994, 1302.8994, 1300.6888, 1300.704, 1301.9086, 1300.0138
1302.2312, 1299.7386, 1302.2162, 1301.343, 1303.5677, 1306.2065, 1304.7654, 1304.7654, 1302.5552, 1302.5673, 1303.7671, 1301.8746
1304.0958, 1301.6014, 1304.0791, 1303.2086, 1305.4308, 1308.0657, 1306.6309, 1306.6309, 1304.421, 1304.4301, 1305.625, 1303.735
1305.96, 1303.4637, 1305.9417, 1305.0736, 1307.2931, 1309.9242, 1308.4958, 1308.4958, 1306.2865, 1306.2924, 1307.4825, 1305.5947
1307.8236, 1305.3256, 1307.8037, 1306.9382, 1309.155, 1311.7821, 1310.3601, 1310.3601, 1308.1514, 1308.1542, 1309.3395, 1307.4541
1309.6868, 1307.1869, 1309.6652, 1308.8025, 1311.0164, 1313.6394, 1312.224, 1312.224, 1310.0159, 1310.0155, 1311.1958, 1309.3129
1311.5494, 1309.0477, 1311.5262, 1310.6661, 1312.8771, 1315.4961, 1314.0872, 1314.0872, 1311.8799, 1311.8763, 1313.0518, 1311.1713
1313.4115, 1310.9082, 1313.3868, 1312.5294, 1314.7373, 1317.3523, 1315.95, 1315.95, 1313.7434, 1313.7367, 1314.9071, 1313.0291
1315.2732, 1312.7681, 1315.2468, 1314.3922, 1316.5969, 1319.2078, 1317.812, 1317.812, 1315.6064, 1315.5966, 1316.762, 1314.8865
1317.1344, 1314.6274, 1317.1064, 1316.2546, 1318.4559, 1321.0627, 1319.6736, 1319.6736, 1317.469, 1317.4559, 1318.6162, 1316.7433
1318.9951, 1316.4863, 1318.9656, 1318.1166, 1320.3145, 1322.9171, 1321.5347, 1321.5347, 1319.3311, 1319.3148, 1320.47, 1318.5996
1320.8553, 1318.3447, 1320.8242, 1319.978, 1322.1725, 1324.7709, 1323.3951, 1323.3951, 1321.1926, 1321.1732, 1322.3232, 1320.4556
1322.7151, 1320.2026, 1322.6824, 1321.839, 1324.0299, 1326.624, 1325.255, 1325.255, 1323.0538, 1323.0311, 1324.1759, 1322.3109
1324.5743, 1322.0601, 1324.54, 1323.6995, 1325.8867, 1328.4767, 1327.1144, 1327.1144, 1324.9144, 1324.8885, 1326.0281, 1324.1658
1326.433, 1323.917, 1326.3972, 1325.5596, 1327.743, 1330.3286, 1328.9733, 1328.9733, 1326.7747, 1326.7455, 1327.8798, 1326.0203
1328.2913, 1325.7736, 1328.2538, 1327.4192, 1329.5988, 1332.1801, 1330.8315, 1330.8315, 1328.6344, 1328.6019, 1329.731, 1327.8741
1330.149, 1327.6295, 1330.11, 1329.2784, 1331.454, 1334.0308, 1332.6892, 1332.6892, 1330.4937, 1330.4579, 1331.5815, 1329.7275
1332.0063, 1329.485, 1331.9658, 1331.1372, 1333.3086, 1335.881, 1334.5464, 1334.5464, 1332.3524, 1332.3134, 1333.4316, 1331.5804
1333.863, 1331.34, 1333.821, 1332.9955, 1335.1627, 1337.7306, 1336.403, 1336.403, 1334.2107, 1334.1683, 1335.2811, 1333.4329
1335.7194, 1333.1945, 1335.6758, 1334.8533, 1337.0162, 1339.5796, 1338.259, 1338.259, 1336.0685, 1336.0228, 1337.1302, 1335.2848
1337.5752, 1335.0485, 1337.53, 1336.7106, 1338.8691, 1341.4281, 1340.1145, 1340.1145, 1337.9258, 1337.8768, 1338.9788, 1337.1362
1339.4305, 1336.9021, 1339.3838, 1338.5675, 1340.7216, 1343.2759, 1341.9694, 1341.9694, 1339.7827, 1339.7303, 1340.8267, 1338.9872
1341.2853, 1338.7551, 1341.2371, 1340.424, 1342.5735, 1345.123, 1343.8237, 1343.8237, 1341.639, 1341.5834, 1342.6742, 1340.8376
1343.1396, 1340.6077, 1343.09, 1342.28, 1344.4248, 1346.9697, 1345.6776, 1345.6776, 1343.495, 1343.4359, 1344.5211, 1342.6876
1344.9935, 1342.4597, 1344.9423, 1344.1356, 1346.2755, 1348.8158, 1347.5309, 1347.5309, 1345.3505, 1345.288, 1346.3674, 1344.5371
1346.8468, 1344.3113, 1346.7941, 1345.9907, 1348.1257, 1350.6613, 1349.3835, 1349.3835, 1347.2054, 1347.1395, 1348.2134, 1346.3861
1348.6997, 1346.1624, 1348.6455, 1347.8453, 1349.9753, 1352.5061, 1351.2357, 1351.2357, 1349.0599, 1348.9906, 1350.0587, 1348.2346
1350.5521, 1348.0131, 1350.4963, 1349.6995, 1351.8245, 1354.3503, 1353.0873, 1353.0873, 1350.9139, 1350.8412, 1351.9036, 1350.0826
1352.4039, 1349.8632, 1352.3467, 1351.5532, 1353.673, 1356.1941, 1354.9384, 1354.9384, 1352.7675, 1352.6913, 1353.7478, 1351.9302
1354.2554, 1351.7128, 1354.1967, 1353.4065, 1355.5209, 1358.0371, 1356.7888, 1356.7888, 1354.6206, 1354.5408, 1355.5916, 1353.7771
1356.1063, 1353.5619, 1356.046, 1355.2594, 1357.3683, 1359.8796, 1358.6388, 1358.6388, 1356.4731, 1356.3899, 1357.4348, 1355.6237
1357.9567, 1355.4105, 1357.895, 1357.1118, 1359.2152, 1361.7214, 1360.4882, 1360.4882, 1358.3253, 1358.2385, 1359.2776, 1357.4697
1359.8066, 1357.2587, 1359.7434, 1358.9637, 1361.0614, 1363.5627, 1362.337, 1362.337, 1360.1769, 1360.0867, 1361.1198, 1359.3152
1361.656, 1359.1064, 1361.5914, 1360.8152, 1362.9072, 1365.4034, 1364.1853, 1364.1853, 1362.0281, 1361.9343, 1362.9614, 1361.1603
1363.505, 1360.9536, 1363.439, 1362.6661, 1364.7524, 1367.2437, 1366.0331, 1366.0331, 1363.8788, 1363.7815, 1364.8025, 1363.0049
1365.3534, 1362.8003, 1365.2859, 1364.5167, 1366.597, 1369.0831, 1367.8802, 1367.8802, 1365.729, 1365.6282, 1366.6432, 1364.8489
1367.2014, 1364.6465, 1367.1324, 1366.3668, 1368.441, 1370.922, 1369.7268, 1369.7268, 1367.5787, 1367.4744, 1368.4832, 1366.6925
1369.0488, 1366.4923, 1368.9785, 1368.2166, 1370.2847, 1372.7604, 1371.5729, 1371.5729, 1369.428, 1369.3201, 1370.3228, 1368.5355
1370.8959, 1368.3375, 1370.8241, 1370.0658, 1372.1276, 1374.5981, 1373.4183, 1373.4183, 1371.2769, 1371.1653, 1372.1617, 1370.3782
1372.7423, 1370.1823, 1372.6691, 1371.9144, 1373.97, 1376.4352, 1375.2633, 1375.2633, 1373.1251, 1373.0099, 1374.0002, 1372.2202
1374.5884, 1372.0265, 1374.5137, 1373.7628, 1375.8118, 1378.2717, 1377.1077, 1377.1077, 1374.973, 1374.8541, 1375.8383, 1374.0619
1376.4338, 1373.8702, 1376.3578, 1375.6106, 1377.6531, 1380.1078, 1378.9515, 1378.9515, 1376.8203, 1376.6979, 1377.6757, 1375.903
1378.2789, 1375.7136, 1378.2014, 1377.458, 1379.4939, 1381.9431, 1380.7948, 1380.7948, 1378.6672, 1378.5411, 1379.5127, 1377.7435
1380.1234, 1377.5564, 1380.0446, 1379.3049, 1381.334, 1383.7778, 1382.6376, 1382.6376, 1380.5137, 1380.3839, 1381.349, 1379.5837
1381.9675, 1379.3987, 1381.8872, 1381.1515, 1383.1737, 1385.6121, 1384.4797, 1384.4797, 1382.3596, 1382.2262, 1383.1849, 1381.4233
1383.811, 1381.2405, 1383.7294, 1382.9974, 1385.0127, 1387.4457, 1386.3214, 1386.3214, 1384.2051, 1384.068, 1385.0203, 1383.2625
1385.6541, 1383.0819, 1385.571, 1384.843, 1386.8513, 1389.2786, 1388.1625, 1388.1625, 1386.05, 1385.9092, 1386.8551, 1385.1011
1387.4967, 1384.9227, 1387.4122, 1386.6882, 1388.6892, 1391.111, 1390.0029, 1390.0029, 1387.8947, 1387.75, 1388.6893, 1386.9392
1389.3387, 1386.7631, 1389.2529, 1388.5328, 1390.5266, 1392.9427, 1391.8429, 1391.8429, 1389.7386, 1389.5903, 1390.5231, 1388.777
1391.1804, 1388.6029, 1391.0931, 1390.3771, 1392.3635, 1394.774, 1393.6823, 1393.6823, 1391.5823, 1391.4302, 1392.3563, 1390.6141
1393.0215, 1390.4424, 1392.933, 1392.2208, 1394.1997, 1396.6046, 1395.5211, 1395.5211, 1393.4253, 1393.2695, 1394.1891, 1392.4508
